$outgn
character(0)

$outsp
character(0)

$outcell
 Species                                Genes  
 "Cytophaga_hutchinso..GCA_000014145.1" "GEN26"
 "Endosymbiont_of_aca..GCA_000730245.1" "GEN26"
 "Caldilinea_aerophil..GCA_000281175.1" "GEN26"
 "Aeromonas_salmonici..GCA_000196395.1" "GEN27"
 "Tolumonas_auensis..GCA_000023065.1"   "GEN27"
 "Elizabethkingia_ano..GCA_000495935.2" "GEN27"
 "candidatus_uzinura_..GCA_000331975.1" "GEN28"
 "Hydrogenobaculum_sp..GCA_000348765.2" "GEN28"
 "Halothermothrix_ore..GCA_000020485.1" "GEN28"
 "Chlorobium_limicola..GCA_000020465.1" "GEN29"
 "Parvimonas_micra..GCA_000800295.1"    "GEN29"
 "Capnocytophaga_ochr..GCA_000023285.1" "GEN29"
 "Flavobacterium_psyc..GCA_000064305.2" "GEN29"
 "Elizabethkingia_ano..GCA_000495935.2" "GEN29"
 "Glutamicibacter_ari..GCA_000197735.1" "GEN31"
 "Micromonospora_sp...GCA_000177655.2"  "GEN31"
 "Desulfomicrobium_or..GCA_001553625.1" "GEN31"
 "Alistipes_finegoldi..GCA_000265365.1" "GEN31"
 "Thermovirga_lienii..GCA_000233775.1"  "GEN31"
 "Cryptobacterium_cur..GCA_000023845.1" "GEN31"
 "Actinoplanes_missou..GCA_000284295.1" "GEN31"
 "Rhodobacter_capsula..GCA_000021865.1" "GEN32"
 "Sphingopyxis_alaske..GCA_000013985.1" "GEN32"
 "Verrucomicrobia_bac..GCA_000972765.1" "GEN32"
 "Magnetospirillum_ma..GCA_000009985.1" "GEN32"
 "Thermovibrio_ammoni..GCA_000185805.1" "GEN33"
 "Anaplasma_marginale..GCA_000495535.1" "GEN33"
 "Mycoplasma_hominis..GCA_000085865.1"  "GEN33"
 "Kineococcus_radioto..GCA_000017305.1" "GEN33"
 "Catenulispora_acidi..GCA_000024025.1" "GEN33"
 "Actinoplanes_friuli..GCA_000494755.1" "GEN34"
 "Actinoplanes_missou..GCA_000284295.1" "GEN34"
 "Saccharophagus_degr..GCA_000013665.1" "GEN34"
 "Kutzneria_albida..GCA_000525635.1"    "GEN34"
 "Methylacidiphilum_f..GCA_000953475.1" "GEN35"
 "Legionella_pneumoph..GCA_000008485.1" "GEN35"
 "Chloroherpeton_thal..GCA_000020525.1" "GEN35"
 "Acidothermus_cellul..GCA_000015025.1" "GEN35"
 "Desulfomicrobium_or..GCA_001553625.1" "GEN35"
 "Nakamurella_multipa..GCA_000024365.1" "GEN35"
 "Chitinophaga_pinens..GCA_000024005.1" "GEN36"
 "Herpetosiphon_auran..GCA_000018565.1" "GEN36"
 "Bartonella_tribocor..GCA_000196435.1" "GEN36"
 "Altererythrobacter_..GCA_001281485.1" "GEN36"
 "Streptomyces_hygros..GCA_000340845.1" "GEN36"
 "Glutamicibacter_ari..GCA_000197735.1" "GEN37"
 "Alcanivorax_sp...GCA_001010505.1"     "GEN39"
 "Akkermansia_mucinip..GCA_000020225.1" "GEN39"
 "Actinobacteria_bact..GCA_001023575.1" "GEN39"
 "Desulfurobacterium_..GCA_000191045.1" "GEN39"
 "candidatus_phaeomar..GCA_000689395.1" "GEN39"
 "Terriglobus_roseus..GCA_000265425.1"  "GEN39"
 "candidatus_uzinura_..GCA_000331975.1" "GEN40"
 "Segniliparus_rotund..GCA_000092825.1" "GEN40"
 "Bartonella_tribocor..GCA_000196435.1" "GEN40"
 "Roseiflexus_castenh..GCA_000017805.1" "GEN40"
 "Methylacidiphilum_f..GCA_000953475.1" "GEN41"
 "Mobiluncus_curtisii..GCA_000196535.1" "GEN41"
 "Truepera_radiovictr..GCA_000092425.1" "GEN41"
 "Sorangium_cellulosu..GCA_000067165.1" "GEN42"
 "Alteromonas_mediter..GCA_000310085.1" "GEN42"
 "Burkholderia_planta..GCA_001411805.1" "GEN42"
 "Polymorphum_gilvum..GCA_000192745.1"  "GEN42"
 "Blastochloris_virid..GCA_001402875.1" "GEN42"
 "Octadecabacter_arct..GCA_000155735.2" "GEN42"
 "Frischella_perrara..GCA_000807275.1"  "GEN43"
 "Acidothermus_cellul..GCA_000015025.1" "GEN43"
 "Gemmatirosa_kalamaz..GCA_000522985.1" "GEN44"
 "Thermosipho_melanes..GCA_000016905.1" "GEN44"
 "Prevotella_scopos..GCA_001683355.1"   "GEN44"
 "Rickettsia_helvetic..GCA_000255355.1" "GEN44"
 "Fimbriimonas_ginsen..GCA_000724625.1" "GEN44"
 "Neisseria_meningiti..GCA_000191465.1" "GEN45"
 "Dichelobacter_nodos..GCA_000015345.1" "GEN45"
 "Simiduia_agarivoran..GCA_000305785.2" "GEN45"
 "Alteromonas_mediter..GCA_000310085.1" "GEN45"
 "Corynebacterium_pse..GCA_000144675.1" "GEN45"
 "Caldilinea_aerophil..GCA_000281175.1" "GEN45"
 "candidatus_phaeomar..GCA_000689395.1" "GEN46"
 "Roseiflexus_castenh..GCA_000017805.1" "GEN46"
 "Nitrosospira_multif..GCA_000196355.1" "GEN47"
 "Gallionella_capsife..GCA_000145255.1" "GEN47"
 "Sulfuricella_denitr..GCA_000297055.2" "GEN47"
 "Rathayibacter_triti..GCA_001641005.1" "GEN47"
 "Brachyspira_pilosic..GCA_000325665.1" "GEN47"
 "Methylibium_petrole..GCA_000015725.1" "GEN49"
 "Fervidobacterium_pe..GCA_000235405.3" "GEN49"
 "Mesotoga_prima..GCA_000147715.3"      "GEN49"
 "Gordonibacter_pamel..GCA_000210055.1" "GEN49"
 "candidatus_uzinura_..GCA_000331975.1" "GEN50"
 "Nitratifractor_sals..GCA_000186245.1" "GEN51"
 "Bartonella_tribocor..GCA_000196435.1" "GEN51"
 "Desulfomicrobium_or..GCA_001553625.1" "GEN52"
 "Halothermothrix_ore..GCA_000020485.1" "GEN52"
 "Thermodesulfovibrio..GCA_000020985.1" "GEN52"
 "Deinococcus_perarid..GCA_000317835.1" "GEN53"
 "Fluoribacter_dumoff..GCA_000236165.1" "GEN53"
 "Rathayibacter_triti..GCA_001641005.1" "GEN53"
 "Meiothermus_ruber..GCA_000024425.1"   "GEN53"
 "Thiobacillus_denitr..GCA_000012745.1" "GEN53"
 "Segniliparus_rotund..GCA_000092825.1" "GEN53"
 "Deinococcus_maricop..GCA_000186385.1" "GEN53"

