$outgn
character(0)

$outsp
character(0)

$outcell
 Species                                Genes  
 "Vibrio_parahaemolyt..GCA_000328405.1" "GEN38"
 "Yersinia_enterocoli..GCA_000253175.1" "GEN38"
 "Borreliella_burgdor..GCA_000021405.1" "GEN38"
 "Propionibacterium_a..GCA_000240055.1" "GEN38"
 "Synechococcus_sp...GCA_000014585.1"   "GEN39"
 "Gemmatirosa_kalamaz..GCA_000522985.1" "GEN39"
 "Chlamydia_psittaci_..GCA_000298555.2" "GEN39"
 "Nostoc_sp...GCA_000316645.1"          "GEN39"
 "Aquifex_aeolicus..GCA_000008625.1"    "GEN39"
 "Anaerolinea_thermop..GCA_000199675.1" "GEN39"
 "Gemmatimonas_photot..GCA_000695095.2" "GEN39"
 "Gloeobacter_kilauee..GCA_000484535.1" "GEN40"
 "Hydrogenobaculum_sp..GCA_000348765.2" "GEN40"
 "Brachyspira_interme..GCA_000223215.1" "GEN40"
 "candidatus_peribact..GCA_001430845.1" "GEN40"
 "Segniliparus_rotund..GCA_000092825.1" "GEN40"
 "Acaryochloris_marin..GCA_000018105.1" "GEN40"
 "Bartonella_tribocor..GCA_000196435.1" "GEN40"
 "Fibrobacter_succino..GCA_000024665.1" "GEN40"
 "candidatus_uzinura_..GCA_000331975.1" "GEN40"
 "Bacteroides_cellulo..GCA_001318345.1" "GEN41"
 "Tolumonas_auensis..GCA_000023065.1"   "GEN41"
 "Nocardiopsis_alba..GCA_000294515.1"   "GEN41"
 "Gemmatimonas_aurant..GCA_000010305.1" "GEN42"
 "Formosa_agariphila..GCA_000723205.1"  "GEN42"
 "Acidobacteria_bacte..GCA_001664505.1" "GEN42"
 "Muricauda_ruestring..GCA_000224085.1" "GEN42"
 "Algibacter_alginoly..GCA_001310225.1" "GEN42"
 "Porphyromonas_gingi..GCA_000007585.1" "GEN43"
 "Methylomicrobium_al..GCA_000214275.3" "GEN43"
 "Leptospirillum_ferr..GCA_000695975.1" "GEN43"
 "Robiginitalea_bifor..GCA_000024125.1" "GEN43"
 "Barnesiella_visceri..GCA_000512915.1" "GEN43"
 "Aeromonas_hydrophil..GCA_000014805.1" "GEN43"
 "Alteromonas_mediter..GCA_000310085.1" "GEN43"
 "Bdellovibrio_exovor..GCA_000348725.1" "GEN43"
 "Bdellovibrio_bacter..GCA_000196175.1" "GEN43"
 "Brachyspira_interme..GCA_000223215.1" "GEN44"
 "Veillonella_parvula..GCA_000024945.1" "GEN44"
 "Thermosipho_melanes..GCA_000016905.1" "GEN44"
 "Prevotella_intermed..GCA_001548195.1" "GEN44"
 "Odoribacter_splanch..GCA_000190535.1" "GEN44"
 "candidatus_sulcia_m..GCA_000800435.1" "GEN45"
 "Pseudomonas_resinov..GCA_000412695.1" "GEN45"
 "Mycoplasma_pneumoni..GCA_001272755.1" "GEN45"
 "candidatus_sulcia_m..GCA_001272615.1" "GEN45"
 "Simiduia_agarivoran..GCA_000305785.2" "GEN45"
 "Alteromonas_mediter..GCA_000310085.1" "GEN45"
 "Deinococcus_radiodu..GCA_000008565.1" "GEN46"
 "Marinithermus_hydro..GCA_000195335.1" "GEN46"
 "Frankia_sp...GCA_000262465.1"         "GEN46"
 "Chloroflexus_aurant..GCA_000018865.1" "GEN46"
 "Streptomyces_sp...GCA_001278095.1"    "GEN46"
 "Gordonia_bronchiali..GCA_000024785.1" "GEN46"
 "Nocardia_farcinica..GCA_000009805.1"  "GEN46"
 "Akkermansia_mucinip..GCA_000020225.1" "GEN46"
 "Verrucomicrobia_bac..GCA_000972765.1" "GEN46"
 "Opitutus_terrae..GCA_000019965.1"     "GEN46"
 "Verrucomicrobia_bac..GCA_001017655.1" "GEN46"
 "Herpetosiphon_auran..GCA_000018565.1" "GEN46"
 "Deinococcus_maricop..GCA_000186385.1" "GEN46"
 "Truepera_radiovictr..GCA_000092425.1" "GEN46"
 "Lutibacter_sp...GCA_001543325.1"      "GEN47"
 "Corynebacterium_pse..GCA_000144675.1" "GEN47"
 "Brachyspira_pilosic..GCA_000325665.1" "GEN47"
 "Solitalea_canadensi..GCA_000242635.3" "GEN47"
 "Draconibacterium_or..GCA_000626635.1" "GEN47"
 "Weeksella_virosa..GCA_000189415.1"    "GEN48"
 "Methylomicrobium_al..GCA_000214275.3" "GEN48"
 "Chthonomonas_calidi..GCA_000427095.1" "GEN48"
 "Aquifex_aeolicus..GCA_000008625.1"    "GEN48"
 "Porphyromonas_gingi..GCA_000007585.1" "GEN48"
 "Prevotella_enoeca..GCA_001444445.1"   "GEN48"
 "Nitrosospira_multif..GCA_000196355.1" "GEN48"
 "Mesotoga_prima..GCA_000147715.3"      "GEN49"
 "Burkholderia_planta..GCA_001411805.1" "GEN49"
 "Bordetella_flabilis..GCA_001676725.1" "GEN49"
 "Coprothermobacter_p..GCA_000020945.1" "GEN49"
 "Thermotoga_profunda..GCA_000828675.1" "GEN49"
 "Arachidicoccus_sp...GCA_001659705.1"  "GEN49"
 "Solitalea_canadensi..GCA_000242635.3" "GEN49"
 "Bacteroides_coprosu..GCA_000212915.1" "GEN49"
 "candidatus_sulcia_m..GCA_001677255.1" "GEN49"
 "Thauera_humireducen..GCA_001051995.2" "GEN49"
 "Megasphaera_elsdeni..GCA_001304715.1" "GEN50"
 "Leptospira_santaros..GCA_000313175.2" "GEN50"
 "Dehalogenimonas_lyk..GCA_000143165.1" "GEN50"
 "Selenomonas_ruminan..GCA_000284095.1" "GEN50"
 "Flavisolibacter_sp...GCA_001644645.1" "GEN50"
 "Prevotella_enoeca..GCA_001444445.1"   "GEN50"
 "Uncultured_termite_..GCA_000146025.1" "GEN51"
 "Cardinium_endosymbi..GCA_000304455.1" "GEN51"
 "Kingella_kingae..GCA_001458475.1"     "GEN51"
 "Rubinisphaera_brasi..GCA_000165715.3" "GEN51"
 "Pirellula_staleyi..GCA_000025185.1"   "GEN51"
 "_sterc..GCA_001697245.1"              "GEN51"
 "Mycoplasma_haemofel..GCA_000200735.1" "GEN51"
 "Burkholderiales_bac..GCA_001688905.1" "GEN51"
 "Roseburia_hominis..GCA_000225345.1"   "GEN51"
 "Hippea_maritima..GCA_000194135.1"     "GEN52"
 "Desulfomicrobium_or..GCA_001553625.1" "GEN52"
 "Thermodesulfovibrio..GCA_000020985.1" "GEN52"
 "Halothermothrix_ore..GCA_000020485.1" "GEN52"
 "Mycoplasma_haemofel..GCA_000200735.1" "GEN52"
 "Stackebrandtia_nass..GCA_000024545.1" "GEN52"
 "Chlorobium_phaeobac..GCA_000015125.1" "GEN53"
 "Pelodictyon_luteolu..GCA_000012485.1" "GEN53"
 "Jonesia_denitrifica..GCA_000024065.1" "GEN53"
 "Parvimonas_micra..GCA_000800295.1"    "GEN53"
 "Nakamurella_multipa..GCA_000024365.1" "GEN53"
 "Kineococcus_radioto..GCA_000017305.1" "GEN53"
 "Actinomyces_oris..GCA_001553935.1"    "GEN53"

